input_file,status,added_vertices,total_length,exec_time_sec,max_rel_error_abs,max_error_pair_i,max_error_pair_j,mae
manhattan_n50_k10_d2_add5.csv,OK,134,9204,0.937807,0,v1,v2,0
manhattan_n50_k10_d2_add6.csv,OK,175,83680,3.315215,0,v1,v2,0
manhattan_n50_k10_d2_add7.csv,OK,225,134780,4.086611,0,v1,v2,0
manhattan_n50_k10_d2_add8.csv,OK,282,169342,5.904314,0,v1,v2,0
manhattan_n50_k10_d2_add9.csv,OK,345,341411,10.326648,0,v1,v2,0
manhattan_n50_k10_d2_add10.csv,OK,403,443640,14.561969,0,v1,v2,0

manhattan_n50_k20_d2_base.csv,OK,129,777,0.855264,0,v1,v2,0
manhattan_n50_k20_d2_add1.csv,OK,136,824,1.503979,0,v1,v2,0
manhattan_n50_k20_d2_add2.csv,OK,146,896,1.000783,0,v1,v2,0
manhattan_n50_k20_d2_add3.csv,OK,168,1582,1.190373,0,v1,v2,0
manhattan_n50_k20_d2_add4.csv,OK,223,13685,2.085871,0,v1,v2,0
manhattan_n50_k20_d2_add5.csv,OK,253,15589,3.430531,0,v1,v2,0
manhattan_n50_k20_d2_add6.csv,OK,304,29884,4.279512,0,v1,v2,0
manhattan_n50_k20_d2_add7.csv,OK,424,185916,11.765822,0,v1,v2,0
manhattan_n50_k20_d2_add8.csv,OK,486,249749,17.086567,0,v1,v2,0
manhattan_n50_k20_d2_add9.csv,OK,555,257655,22.219502,0,v1,v2,0
manhattan_n50_k20_d2_add10.csv,OK,600,256980,24.431585,0,v1,v2,0

